date,year,dayofyr,HCS.tempC_mean,HCS.tempC_median,HCS.tempC_min,HCS.tempC_max,HCS.tempC_sd
2009-05-29,2009,149,14.025416666666667,13.97,13.81,14.59,0.19925904412765433
2009-06-04,2009,155,16.280416666666667,16.18,15.54,17.12,0.5280437989629164
2009-06-11,2009,162,16.44375,16.41,16.18,16.650000000000002,0.14445738050583878
2009-06-17,2009,168,18.319583333333334,17.93,17.439999999999998,19.54,0.7642414776966
2009-06-25,2009,176,18.742083333333333,18.25,17.77,20.35,0.8526683394506037
2009-07-02,2009,183,19.42833333333333,19.38,19.06,19.71,0.1759858360572061
2009-07-09,2009,190,19.536666666666665,19.54,19.06,20.35,0.46275795783134066
2009-07-16,2009,197,20.6975,20.68,20.35,21.17,0.24493566147229257
2009-07-23,2009,204,21.69375,21.67,21.17,22.01,0.2108329753104594
2009-07-30,2009,211,24.234583333333333,24.21,24.03,24.55,0.18277996195631882
2009-08-06,2009,218,23.94625,24.03,23.52,24.38,0.2558500325003595
2009-08-13,2009,225,22.986666666666668,23.01,22.84,23.17,0.12267548802559958
2009-08-20,2009,232,25.725833333333334,25.759999999999998,25.419999999999998,26.279999999999998,0.2320778854771313
2009-08-27,2009,239,23.930416666666666,23.86,23.68,24.38,0.2057114730512803
2009-09-01,2009,244,21.380833333333335,21.255000000000003,21.01,21.84,0.30701815081121187
2009-09-08,2009,251,20.797083333333333,20.51,20.19,21.67,0.5322755021085673
2009-09-15,2009,258,19.666666666666668,19.71,19.54,19.87,0.10158169411715036
2009-09-21,2009,263,17.70583333333333,17.610000000000003,17.279999999999998,18.25,0.39570428865248825
2009-09-28,NA,NA,NA,NA,NA,NA,NA
2009-10-05,NA,NA,NA,NA,NA,NA,NA
2010-05-25,NA,NA,NA,NA,NA,NA,NA
2010-06-04,2010,155,21.105416666666667,21.01,20.35,22.01,0.37562677089698077
2010-06-10,2010,161,17.97,17.93,17.77,18.41,0.158251313614989
2010-06-15,2010,166,18.512083333333333,18.57,17.93,19.22,0.38565561531395887
2010-06-24,2010,175,22.096666666666668,22.17,21.67,22.51,0.28768440840716347
2010-07-01,2010,182,21.784583333333334,21.84,21.34,22.17,0.23903754783582107
2010-07-08,2010,189,25.10625,24.634999999999998,24.03,26.459999999999997,0.9242050050201774
2010-07-15,2010,196,25.96666666666667,25.93,25.419999999999998,26.810000000000002,0.4814711754130502
2010-07-22,2010,203,25.610833333333332,25.59,25.24,25.93,0.19697531663210732
2010-07-29,2010,210,24.28625,24.295,24.03,24.55,0.16110521811644604
2010-08-05,2010,217,24.748333333333335,24.72,24.55,24.89,0.11933390008771594
2010-08-12,2010,224,23.71375,23.68,23.52,24.03,0.1398698929595707
2010-08-19,2010,231,24.2825,24.295,23.68,24.89,0.4165828901285144
2010-08-26,2010,238,21.47041666666667,21.51,21.01,21.84,0.2868946051998074
2010-09-02,2010,245,23.99625,23.86,23.34,24.72,0.4825098557227255
2010-09-09,2010,252,21.131666666666668,21.17,20.68,21.51,0.23070151366169497
2010-09-16,2010,259,18.559166666666666,18.490000000000002,18.09,19.22,0.3265220768442257
2010-09-23,2010,264,18.023333333333333,18.009999999999998,17.610000000000003,18.41,0.19405661806414304
2010-09-30,NA,NA,NA,NA,NA,NA,NA
2010-10-07,NA,NA,NA,NA,NA,NA,NA
2011-05-26,NA,NA,NA,NA,NA,NA,NA
2011-06-02,2011,154,16.518333333333334,17.29,13.82,17.77,1.2751902387203005
2011-06-10,2011,161,19.08375,18.74,17.130000000000003,22.34,1.588277197633253
2011-06-16,2011,167,19.178333333333335,19.47,17.93,20.2,0.7089714942860155
2011-06-23,2011,174,19.389166666666668,19.47,18.74,19.71,0.28088240873403264
2011-06-30,2011,181,21.357083333333335,21.425,21.01,21.68,0.20204345565005202
2011-07-07,2011,188,23.8125,23.775,23.18,24.21,0.3137050678028929
2011-07-14,2011,195,23.394583333333333,23.35,22.34,24.38,0.5547892601595723
2011-07-21,2011,202,25.672916666666666,25.77,25.07,26.29,0.33220579225202695
2011-07-28,2011,209,24.88625,24.9,24.03,25.59,0.5225673453582634
2011-08-04,2011,216,24.33875,24.38,24.03,24.73,0.20210441769583756
2011-08-11,2011,223,23.92625,24.03,23.35,24.21,0.2526178158197978
2011-08-18,2011,230,23.20375,23.35,22.34,23.86,0.46974380158809403
2011-08-25,2011,237,22.482083333333332,22.425,22.18,22.84,0.189759095942075
2011-09-01,2011,244,21.3575,21.34,21.18,21.68,0.15382796715246894
2011-09-08,2011,251,21.072916666666668,21.01,20.68,21.34,0.16920476832284695
2011-09-15,2011,258,20.692083333333333,20.759999999999998,19.87,21.18,0.4375125257006108
2011-09-22,2011,264,18.938333333333333,19.07,18.09,19.55,0.41659767544767523
2011-09-29,NA,NA,NA,NA,NA,NA,NA
2011-10-06,NA,NA,NA,NA,NA,NA,NA
2012-05-24,2012,146,18.7475,18.73,18.57,19.06,0.1604409684208676
2012-05-31,2012,152,20.5275,20.51,20.03,21.01,0.2587133716985883
2012-06-07,2012,159,17.322916666666668,17.125,16.810000000000002,17.93,0.45006742651051396
2012-06-14,2012,166,19.99125,19.71,19.22,21.01,0.6507341172125131
2012-06-21,2012,173,23.321666666666665,23.34,22.34,24.72,0.6496130397777393
2012-06-28,2012,180,20.35291666666667,20.270000000000003,20.03,20.84,0.282880819376313
2012-07-05,2012,187,23.3575,23.34,23.01,23.86,0.23039191561903447
2012-07-12,2012,194,24.449583333333333,24.12,23.52,25.759999999999998,0.8032135411916451
2012-07-19,2012,201,25.04625,25.07,24.72,25.59,0.24375348381010897
2012-07-26,2012,208,23.78625,23.86,23.34,24.21,0.2284125272586769
2012-08-02,2012,215,24.861666666666665,24.465,24.21,25.93,0.6776857465038582
2012-08-09,2012,222,25.45875,25.419999999999998,25.07,25.93,0.26095664307546834
2012-08-16,2012,229,25.1775,25.07,24.89,25.759999999999998,0.2095595795741729
2012-08-23,2012,236,24.39875,24.38,23.86,24.89,0.32149531743158355
2012-08-30,2012,243,23.50625,23.52,23.17,23.86,0.19171565221532547
2012-09-06,2012,250,22.505833333333335,22.34,22.17,23.34,0.3822236616645177
2012-09-13,2012,257,21.375833333333333,21.090000000000003,20.68,22.34,0.5521807884999316
2012-09-20,2012,264,19.2,19.22,18.9,19.38,0.14398067503178588
2012-09-27,2012,270,18.276666666666667,18.25,18.09,18.41,0.11231425890608553
2012-10-05,NA,NA,NA,NA,NA,NA,NA
2013-05-23,2013,144,14.976666666666667,14.99,14.67,15.31,0.18222457875228945
2013-05-30,2013,150,14.354166666666666,14.285,13.43,15.31,0.7236196254378684
2013-06-06,2013,157,17.496666666666666,17.53,17.05,17.85,0.27095108922760086
2013-06-13,2013,164,16.226666666666667,16.259999999999998,16.1,16.419999999999998,0.08143638043264688
2013-06-20,2013,171,18.323333333333334,18.01,17.37,19.47,0.8175130189984029
2013-06-27,2013,178,22.163333333333334,22.174999999999997,21.59,22.43,0.2202699266348224
2013-07-03,2013,184,22.93625,22.43,22.09,24.130000000000003,0.8607772650343412
2013-07-11,2013,192,25.043333333333333,24.99,24.82,25.52,0.22078253449091462
2013-07-18,2013,199,27.073333333333334,27.005,26.22,27.630000000000003,0.34687006296264705
2013-07-25,2013,206,23.54625,23.610000000000003,23.27,23.779999999999998,0.19293640538203025
2013-08-01,2013,213,23.96625,23.95,23.779999999999998,24.3,0.14451756324736756
2013-08-08,2013,220,22.61375,22.509999999999998,22.09,23.09,0.3404448815760117
2013-08-15,2013,227,21.551666666666666,21.59,21.259999999999998,21.759999999999998,0.18475993040715807
2013-08-22,2013,234,23.375,23.27,22.759999999999998,24.130000000000003,0.4325757033519509
2013-08-29,2013,241,22.35125,22.345,22.09,22.759999999999998,0.171421486654843
2013-09-05,2013,248,22.392916666666665,22.43,21.93,22.59,0.1697691313844026
2013-09-11,2013,254,20.75625,20.35,19.95,21.93,0.8142791557434463
2013-09-18,2013,261,18.642083333333332,18.49,18.17,19.310000000000002,0.3258297657241952
2013-09-25,2013,267,17.076666666666668,17.05,16.89,17.37,0.1540938919497847
2013-10-02,NA,NA,NA,NA,NA,NA,NA
2014-05-29,2014,150,15.731666666666667,15.78,13.89,16.419999999999998,0.592604176617856
2014-06-05,2014,156,17.391666666666666,17.69,16.58,18.01,0.606125734313519
2014-06-12,2014,163,18.358333333333334,18.330000000000002,18.01,18.82,0.21752894193580274
2014-06-19,2014,170,19.964583333333334,19.95,19.47,20.6,0.4289520006254547
2014-06-26,2014,177,20.390833333333333,20.515,19.630000000000003,21.09,0.4853946549092733
2014-07-02,2014,183,24.754583333333333,24.82,23.439999999999998,25.52,0.4077614303216661
2014-07-09,2014,190,23.25375,23.27,22.93,23.610000000000003,0.24142354087154955
2014-07-17,2014,198,24.26125,24.3,23.779999999999998,24.64,0.2786194615381815
2014-07-23,2014,204,25.538333333333334,25.52,25.17,26.22,0.32976495801742095
2014-07-30,2014,211,23.19708333333333,23.09,22.759999999999998,23.779999999999998,0.35125215972310425
2014-08-06,2014,218,24.017916666666668,23.95,23.779999999999998,24.3,0.1614062971312571
2014-08-12,2014,224,24.191666666666666,24.130000000000003,23.779999999999998,24.64,0.2372609399441649
2014-08-20,2014,232,21.085833333333333,21.09,20.759999999999998,21.59,0.18584511238421472
2014-08-27,2014,239,22.92375,22.759999999999998,22.43,23.610000000000003,0.3975885189926672
2014-09-04,2014,247,22.993333333333332,22.93,22.43,23.610000000000003,0.4173588453562501
2014-09-10,2014,253,21.703333333333333,21.759999999999998,21.59,21.93,0.1082937497360025
2014-09-17,2014,260,18.81833333333333,18.66,18.330000000000002,19.310000000000002,0.3183198646517124
2014-09-25,2014,267,17.43,17.37,17.21,17.69,0.18158720506544043
2014-10-03,NA,NA,NA,NA,NA,NA,NA
2014-10-10,NA,NA,NA,NA,NA,NA,NA
2015-05-21,NA,NA,NA,NA,NA,NA,NA
2015-05-28,NA,NA,NA,NA,NA,NA,NA
2015-06-05,2015,157,16.98875,17.09,16.29,17.57,0.41806295032540564
2015-06-11,2015,162,19.1275,19.02,18.53,19.67,0.39523520790184885
2015-06-19,2015,170,20.391666666666666,20.479999999999997,19.99,20.97,0.3633499530835221
2015-06-25,2015,176,21.342083333333335,21.3,20.97,21.8,0.2827501457604159
2015-07-02,2015,183,20.414166666666667,20.4,19.99,20.810000000000002,0.29150160961098937
2015-07-09,2015,190,22.45916666666667,22.47,22.3,22.630000000000003,0.14986709087567046
2015-07-16,2015,197,23.037083333333335,22.97,22.810000000000002,23.479999999999997,0.20775150638634826
2015-07-23,2015,204,23.837083333333336,23.830000000000002,23.66,24.34,0.17708949264650675
2015-07-30,2015,211,25.449166666666667,25.645,24.34,25.91,0.4311654243888367
2015-08-06,2015,218,24.1275,24.17,24,24.34,0.1033461890086363
2015-08-13,2015,225,23.448333333333334,23.479999999999997,23.14,23.830000000000002,0.2337718446740726
2015-08-20,2015,232,25.857083333333332,25.91,25.56,26.259999999999998,0.17494046606393437
2015-08-25,2015,237,24.895416666666666,24.87,24.34,25.38,0.21500210649456733
2015-09-03,2015,246,24.030416666666667,23.915,23.66,24.52,0.35977624890390153
2015-09-10,2015,253,24.742916666666666,24.69,24.34,25.04,0.21547680530207503
2015-09-17,2015,260,22.579583333333336,22.47,22.130000000000003,23.14,0.39556760722290885
2015-09-24,2015,266,20.73125,20.64,20.479999999999997,21.130000000000003,0.21553396786666423
2015-10-02,NA,NA,NA,NA,NA,NA,NA
2016-05-26,NA,NA,NA,NA,NA,NA,NA
2016-06-03,2016,155,20.169583333333332,20.16,19.67,20.810000000000002,0.3450328171747375
2016-06-09,2016,161,18.499583333333334,18.37,17.73,19.34,0.505315047372873
2016-06-16,2016,168,16.280833333333334,16.130000000000003,15.66,17.24,0.48744156097148544
2016-06-23,2016,175,20.826666666666668,20.810000000000002,20.479999999999997,21.130000000000003,0.24149294105565677
2016-06-30,2016,182,23.420416666666668,23.310000000000002,22.97,24,0.3324674441945793
2016-07-07,2016,189,23.628333333333334,23.479999999999997,22.47,24.69,0.6900703597817222
2016-07-14,2016,196,24.135416666666668,24.17,23.830000000000002,24.52,0.16808329111968018
2016-07-21,2016,203,23.77625,23.479999999999997,23.14,24.69,0.5264137280157858
2016-07-27,2016,209,24.769166666666667,24.52,24.17,25.56,0.5260510527932881
2016-08-04,2016,217,24.705000000000002,24.52,24.17,25.56,0.5171661914367728
2016-08-10,2016,223,24.780416666666667,24.87,24.52,25.04,0.14624218051683596
2016-08-15,2016,228,25.35333333333333,25.38,25.21,25.56,0.12224944799970133
2016-08-22,2016,235,23.65041666666667,23.66,23.310000000000002,23.830000000000002,0.1580720575001132
2016-08-31,2016,244,23.693333333333335,23.66,23.479999999999997,23.830000000000002,0.13582810961770522
2016-09-07,2016,251,22.285833333333333,22.3,22.130000000000003,22.47,0.13184037339893512
2016-09-14,2016,258,22.201666666666668,22.130000000000003,21.97,22.47,0.12024130328008201
2016-09-21,2016,265,22.08416666666667,22.130000000000003,21.8,22.3,0.15802907455844095
2016-09-28,2016,271,19.465,19.425,19.18,19.830000000000002,0.1762162702846811
2016-10-05,NA,NA,NA,NA,NA,NA,NA
